automaton_id,module,classification,state_register,state_encoding,clock,reset,moore_mealy_drawing_style,current_state_or_mode,transition_guard_or_signal,next_state_or_update,micro_op_or_control_effect,g3_transition_row_id,source_path,source_locator
CM-HOST-JOB,vit_phase_e_axi_wrapper,implicit,job_pending; recovery_required_q,IDLE/PENDING/RUNNING/RECOVERY,aclk,aresetn (synchronous active-low),Implicit protocol automaton — không nên ép thành Moore hoặc Mealy thuần; vẽ theo mode/occupancy/valid tracker + guard. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,last,otherwise,hold,CONTROL_ONLY,FSM_HOST_JOB_LIFECYCLE:L50,rtl/axi/vit_phase_e_axi_wrapper.sv,L253; last; guard=otherwise; target=hold
CM-AXIL-WRITE,vit_axi_lite_control_regs,implicit,awaddr_hold_valid; wdata_hold_valid; s_axi_bvalid,EMPTY/CAPTURED/RESPONSE,aclk,aresetn (synchronous active-low),Implicit protocol automaton — không nên ép thành Moore hoặc Mealy thuần; vẽ theo mode/occupancy/valid tracker + guard. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,any,rst,EMPTY,CONTROL_RESET,FSM_AXIL_WRITE:L41,rtl/axi/control/vit_axi_lite_control_regs.sv,L239; any; guard=rst; target=EMPTY
CM-AXIL-WRITE,vit_axi_lite_control_regs,implicit,awaddr_hold_valid; wdata_hold_valid; s_axi_bvalid,EMPTY/CAPTURED/RESPONSE,aclk,aresetn (synchronous active-low),Implicit protocol automaton — không nên ép thành Moore hoặc Mealy thuần; vẽ theo mode/occupancy/valid tracker + guard. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,EMPTY,aw_fire,FULL; latch AWADDR,CAPTURE_AW,FSM_AXIL_WRITE:L42,rtl/axi/control/vit_axi_lite_control_regs.sv,L239; EMPTY; guard=aw_fire; target=FULL; latch AWADDR
CM-AXIL-WRITE,vit_axi_lite_control_regs,implicit,awaddr_hold_valid; wdata_hold_valid; s_axi_bvalid,EMPTY/CAPTURED/RESPONSE,aclk,aresetn (synchronous active-low),Implicit protocol automaton — không nên ép thành Moore hoặc Mealy thuần; vẽ theo mode/occupancy/valid tracker + guard. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,FULL,write_commit,EMPTY,CONSUME_AW,FSM_AXIL_WRITE:L43,rtl/axi/control/vit_axi_lite_control_regs.sv,L239; FULL; guard=write_commit; target=EMPTY
CM-AXIL-WRITE,vit_axi_lite_control_regs,implicit,awaddr_hold_valid; wdata_hold_valid; s_axi_bvalid,EMPTY/CAPTURED/RESPONSE,aclk,aresetn (synchronous active-low),Implicit protocol automaton — không nên ép thành Moore hoặc Mealy thuần; vẽ theo mode/occupancy/valid tracker + guard. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,any,otherwise,hold,CONTROL_ONLY,FSM_AXIL_WRITE:L44,rtl/axi/control/vit_axi_lite_control_regs.sv,L239; any; guard=otherwise; target=hold
CM-AXIL-WRITE,vit_axi_lite_control_regs,implicit,awaddr_hold_valid; wdata_hold_valid; s_axi_bvalid,EMPTY/CAPTURED/RESPONSE,aclk,aresetn (synchronous active-low),Implicit protocol automaton — không nên ép thành Moore hoặc Mealy thuần; vẽ theo mode/occupancy/valid tracker + guard. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,EMPTY,w_fire,FULL; latch WDATA/WSTRB,CAPTURE_W,FSM_AXIL_WRITE:L50,rtl/axi/control/vit_axi_lite_control_regs.sv,L239; EMPTY; guard=w_fire; target=FULL; latch WDATA/WSTRB
CM-AXIL-WRITE,vit_axi_lite_control_regs,implicit,awaddr_hold_valid; wdata_hold_valid; s_axi_bvalid,EMPTY/CAPTURED/RESPONSE,aclk,aresetn (synchronous active-low),Implicit protocol automaton — không nên ép thành Moore hoặc Mealy thuần; vẽ theo mode/occupancy/valid tracker + guard. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,FULL,write_commit,EMPTY,CONSUME_W,FSM_AXIL_WRITE:L51,rtl/axi/control/vit_axi_lite_control_regs.sv,L239; FULL; guard=write_commit; target=EMPTY
CM-AXIL-WRITE,vit_axi_lite_control_regs,implicit,awaddr_hold_valid; wdata_hold_valid; s_axi_bvalid,EMPTY/CAPTURED/RESPONSE,aclk,aresetn (synchronous active-low),Implicit protocol automaton — không nên ép thành Moore hoặc Mealy thuần; vẽ theo mode/occupancy/valid tracker + guard. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,FULL,b_fire and no same-edge commit possible,EMPTY,RETIRE_B,FSM_AXIL_WRITE:L58,rtl/axi/control/vit_axi_lite_control_regs.sv,L239; FULL; guard=b_fire and no same-edge commit possible; target=EMPTY
CM-AXIL-WRITE,vit_axi_lite_control_regs,implicit,awaddr_hold_valid; wdata_hold_valid; s_axi_bvalid,EMPTY/CAPTURED/RESPONSE,aclk,aresetn (synchronous active-low),Implicit protocol automaton — không nên ép thành Moore hoặc Mealy thuần; vẽ theo mode/occupancy/valid tracker + guard. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,EMPTY,write_commit,FULL; BRESP=OKAY/SLVERR,COMMIT_REGISTER_OR_TABLE,FSM_AXIL_WRITE:L59,rtl/axi/control/vit_axi_lite_control_regs.sv,L239; EMPTY; guard=write_commit; target=FULL; BRESP=OKAY/SLVERR
CM-AXIL-READ,vit_axi_lite_control_regs,implicit,s_axi_rvalid; layer_read_pending,IDLE/TABLE_WAIT/RESPONSE,aclk,aresetn (synchronous active-low),Implicit protocol automaton — không nên ép thành Moore hoặc Mealy thuần; vẽ theo mode/occupancy/valid tracker + guard. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,any,rst,pending=0,CONTROL_RESET,FSM_AXIL_READ:L36,rtl/axi/control/vit_axi_lite_control_regs.sv,L250; any; guard=rst; target=pending=0
CM-AXIL-READ,vit_axi_lite_control_regs,implicit,s_axi_rvalid; layer_read_pending,IDLE/TABLE_WAIT/RESPONSE,aclk,aresetn (synchronous active-low),Implicit protocol automaton — không nên ép thành Moore hoặc Mealy thuần; vẽ theo mode/occupancy/valid tracker + guard. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,no-pending,ar_fire && layer_addr && aligned,pending=1; table A read enable/address,TABLE_READ_REQUEST,FSM_AXIL_READ:L37,rtl/axi/control/vit_axi_lite_control_regs.sv,L250; no-pending; guard=ar_fire && layer_addr && aligned; target=pending=1; table A read enable/address
CM-AXIL-READ,vit_axi_lite_control_regs,implicit,s_axi_rvalid; layer_read_pending,IDLE/TABLE_WAIT/RESPONSE,aclk,aresetn (synchronous active-low),Implicit protocol automaton — không nên ép thành Moore hoặc Mealy thuần; vẽ theo mode/occupancy/valid tracker + guard. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,pending,table_read_data_valid_i,pending=0; publish R/OKAY,TABLE_READ_RETURN,FSM_AXIL_READ:L38,rtl/axi/control/vit_axi_lite_control_regs.sv,L250; pending; guard=table_read_data_valid_i; target=pending=0; publish R/OKAY
CM-AXIL-READ,vit_axi_lite_control_regs,implicit,s_axi_rvalid; layer_read_pending,IDLE/TABLE_WAIT/RESPONSE,aclk,aresetn (synchronous active-low),Implicit protocol automaton — không nên ép thành Moore hoặc Mealy thuần; vẽ theo mode/occupancy/valid tracker + guard. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,any,otherwise,hold,CONTROL_ONLY,FSM_AXIL_READ:L39,rtl/axi/control/vit_axi_lite_control_regs.sv,L250; any; guard=otherwise; target=hold
CM-AXIL-READ,vit_axi_lite_control_regs,implicit,s_axi_rvalid; layer_read_pending,IDLE/TABLE_WAIT/RESPONSE,aclk,aresetn (synchronous active-low),Implicit protocol automaton — không nên ép thành Moore hoặc Mealy thuần; vẽ theo mode/occupancy/valid tracker + guard. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,any,rst,EMPTY/data=0/OKAY,CONTROL_RESET,FSM_AXIL_READ:L44,rtl/axi/control/vit_axi_lite_control_regs.sv,L250; any; guard=rst; target=EMPTY/data=0/OKAY
CM-AXIL-READ,vit_axi_lite_control_regs,implicit,s_axi_rvalid; layer_read_pending,IDLE/TABLE_WAIT/RESPONSE,aclk,aresetn (synchronous active-low),Implicit protocol automaton — không nên ép thành Moore hoặc Mealy thuần; vẽ theo mode/occupancy/valid tracker + guard. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,FULL,r_fire,EMPTY,RETIRE_R,FSM_AXIL_READ:L45,rtl/axi/control/vit_axi_lite_control_regs.sv,L250; FULL; guard=r_fire; target=EMPTY
CM-AXIL-READ,vit_axi_lite_control_regs,implicit,s_axi_rvalid; layer_read_pending,IDLE/TABLE_WAIT/RESPONSE,aclk,aresetn (synchronous active-low),Implicit protocol automaton — không nên ép thành Moore hoặc Mealy thuần; vẽ theo mode/occupancy/valid tracker + guard. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,EMPTY,ar_fire && (!aligned || !supported),"FULL, zero/SLVERR",LOCAL_ERROR_RESPONSE,FSM_AXIL_READ:L46,rtl/axi/control/vit_axi_lite_control_regs.sv,"L250; EMPTY; guard=ar_fire && (!aligned || !supported); target=FULL, zero/SLVERR"
CM-AXIL-READ,vit_axi_lite_control_regs,implicit,s_axi_rvalid; layer_read_pending,IDLE/TABLE_WAIT/RESPONSE,aclk,aresetn (synchronous active-low),Implicit protocol automaton — không nên ép thành Moore hoặc Mealy thuần; vẽ theo mode/occupancy/valid tracker + guard. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,EMPTY,ar_fire && !layer_addr && legal,"FULL, decoded data/OKAY",LOCAL_READ_RESPONSE,FSM_AXIL_READ:L47,rtl/axi/control/vit_axi_lite_control_regs.sv,"L250; EMPTY; guard=ar_fire && !layer_addr && legal; target=FULL, decoded data/OKAY"
CM-AXIL-READ,vit_axi_lite_control_regs,implicit,s_axi_rvalid; layer_read_pending,IDLE/TABLE_WAIT/RESPONSE,aclk,aresetn (synchronous active-low),Implicit protocol automaton — không nên ép thành Moore hoặc Mealy thuần; vẽ theo mode/occupancy/valid tracker + guard. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,EMPTY,pending and table_read_data_valid_i,"FULL, table data/OKAY",TABLE_READ_RETURN,FSM_AXIL_READ:L48,rtl/axi/control/vit_axi_lite_control_regs.sv,"L250; EMPTY; guard=pending and table_read_data_valid_i; target=FULL, table data/OKAY"
CM-IRQ-STICKY,vit_axi_lite_control_regs,implicit,irq_status_o,bitwise sticky; event wins RW1C,aclk,aresetn (synchronous active-low),Implicit protocol automaton — không nên ép thành Moore hoặc Mealy thuần; vẽ theo mode/occupancy/valid tracker + guard. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,any,!aresetn,0,CONTROL_RESET,FSM_IRQ_STICKY:L33,rtl/axi/control/vit_axi_lite_control_regs.sv,L790; any; guard=!aresetn; target=0
CM-IRQ-STICKY,vit_axi_lite_control_regs,implicit,irq_status_o,bitwise sticky; event wins RW1C,aclk,aresetn (synchronous active-low),Implicit protocol automaton — không nên ép thành Moore hoặc Mealy thuần; vẽ theo mode/occupancy/valid tracker + guard. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,any,otherwise,(old & ~irq_clear_mask) | irq_event_i,STICKY_EVENT_UPDATE,FSM_IRQ_STICKY:L34,rtl/axi/control/vit_axi_lite_control_regs.sv,L790; any; guard=otherwise; target=(old & ~irq_clear_mask) | irq_event_i
CM-SEQUENCER,vit_phase_e_sequencer,explicit,state,"SEQ_IDLE,SEQ_LOAD_LAYER,SEQ_ISSUE,SEQ_WAIT_COMMAND,SEQ_CHECKPOINT,SEQ_ADVANCE,SEQ_DONE",clk,rst (synchronous active-high),MIXED / protocol — khi vẽ: state-qualified outputs có thể xem là Moore-like; guard/input quyết định transition và registered micro-op là Mealy-controlled. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,ALL,rst,"IDLE, clear",CONTROL_RESET,FSM_PHASE_SEQUENCER:L36,rtl/control/vit_phase_e_sequencer.sv,"L114-L122; ALL; guard=rst; target=IDLE, clear"
CM-SEQUENCER,vit_phase_e_sequencer,explicit,state,"SEQ_IDLE,SEQ_LOAD_LAYER,SEQ_ISSUE,SEQ_WAIT_COMMAND,SEQ_CHECKPOINT,SEQ_ADVANCE,SEQ_DONE",clk,rst (synchronous active-high),MIXED / protocol — khi vẽ: state-qualified outputs có thể xem là Moore-like; guard/input quyết định transition và registered micro-op là Mealy-controlled. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,IDLE,no job,hold,CONTROL_ONLY,FSM_PHASE_SEQUENCER:L37,rtl/control/vit_phase_e_sequencer.sv,L114-L122; IDLE; guard=no job; target=hold
CM-SEQUENCER,vit_phase_e_sequencer,explicit,state,"SEQ_IDLE,SEQ_LOAD_LAYER,SEQ_ISSUE,SEQ_WAIT_COMMAND,SEQ_CHECKPOINT,SEQ_ADVANCE,SEQ_DONE",clk,rst (synchronous active-high),MIXED / protocol — khi vẽ: state-qualified outputs có thể xem là Moore-like; guard/input quyết định transition và registered micro-op là Mealy-controlled. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,IDLE,valid E01/E04,"ISSUE, section EMBEDDING/FINAL",JOB_CONTEXT_LOAD,FSM_PHASE_SEQUENCER:L38,rtl/control/vit_phase_e_sequencer.sv,"L114-L122; IDLE; guard=valid E01/E04; target=ISSUE, section EMBEDDING/FINAL"
CM-SEQUENCER,vit_phase_e_sequencer,explicit,state,"SEQ_IDLE,SEQ_LOAD_LAYER,SEQ_ISSUE,SEQ_WAIT_COMMAND,SEQ_CHECKPOINT,SEQ_ADVANCE,SEQ_DONE",clk,rst (synchronous active-high),MIXED / protocol — khi vẽ: state-qualified outputs có thể xem là Moore-like; guard/input quyết định transition và registered micro-op là Mealy-controlled. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,IDLE,valid E02/E03/E05 encoder start,LOAD_LAYER or initial ISSUE,JOB_CONTEXT_LOAD,FSM_PHASE_SEQUENCER:L39,rtl/control/vit_phase_e_sequencer.sv,L114-L122; IDLE; guard=valid E02/E03/E05 encoder start; target=LOAD_LAYER or initial ISSUE
CM-SEQUENCER,vit_phase_e_sequencer,explicit,state,"SEQ_IDLE,SEQ_LOAD_LAYER,SEQ_ISSUE,SEQ_WAIT_COMMAND,SEQ_CHECKPOINT,SEQ_ADVANCE,SEQ_DONE",clk,rst (synchronous active-high),MIXED / protocol — khi vẽ: state-qualified outputs có thể xem là Moore-like; guard/input quyết định transition và registered micro-op là Mealy-controlled. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,IDLE,bad phase/layer/zero E05 layers,DONE; typed error,LOCAL_ERROR,FSM_PHASE_SEQUENCER:L40,rtl/control/vit_phase_e_sequencer.sv,L114-L122; IDLE; guard=bad phase/layer/zero E05 layers; target=DONE; typed error
CM-SEQUENCER,vit_phase_e_sequencer,explicit,state,"SEQ_IDLE,SEQ_LOAD_LAYER,SEQ_ISSUE,SEQ_WAIT_COMMAND,SEQ_CHECKPOINT,SEQ_ADVANCE,SEQ_DONE",clk,rst (synchronous active-high),MIXED / protocol — khi vẽ: state-qualified outputs có thể xem là Moore-like; guard/input quyết định transition và registered micro-op là Mealy-controlled. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,LOAD_LAYER,layer_param_valid,"latch params,step=0,ISSUE",LAYER_PARAM_CAPTURE,FSM_PHASE_SEQUENCER:L41,rtl/control/vit_phase_e_sequencer.sv,"L114-L122; LOAD_LAYER; guard=layer_param_valid; target=latch params,step=0,ISSUE"
CM-SEQUENCER,vit_phase_e_sequencer,explicit,state,"SEQ_IDLE,SEQ_LOAD_LAYER,SEQ_ISSUE,SEQ_WAIT_COMMAND,SEQ_CHECKPOINT,SEQ_ADVANCE,SEQ_DONE",clk,rst (synchronous active-high),MIXED / protocol — khi vẽ: state-qualified outputs có thể xem là Moore-like; guard/input quyết định transition và registered micro-op là Mealy-controlled. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,LOAD_LAYER,otherwise,hold,CONTROL_ONLY,FSM_PHASE_SEQUENCER:L42,rtl/control/vit_phase_e_sequencer.sv,L114-L122; LOAD_LAYER; guard=otherwise; target=hold
CM-SEQUENCER,vit_phase_e_sequencer,explicit,state,"SEQ_IDLE,SEQ_LOAD_LAYER,SEQ_ISSUE,SEQ_WAIT_COMMAND,SEQ_CHECKPOINT,SEQ_ADVANCE,SEQ_DONE",clk,rst (synchronous active-high),MIXED / protocol — khi vẽ: state-qualified outputs có thể xem là Moore-like; guard/input quyết định transition và registered micro-op là Mealy-controlled. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,ISSUE,cmd_ready,WAIT_COMMAND,COMMAND_DISPATCH,FSM_PHASE_SEQUENCER:L43,rtl/control/vit_phase_e_sequencer.sv,L114-L122; ISSUE; guard=cmd_ready; target=WAIT_COMMAND
CM-SEQUENCER,vit_phase_e_sequencer,explicit,state,"SEQ_IDLE,SEQ_LOAD_LAYER,SEQ_ISSUE,SEQ_WAIT_COMMAND,SEQ_CHECKPOINT,SEQ_ADVANCE,SEQ_DONE",clk,rst (synchronous active-high),MIXED / protocol — khi vẽ: state-qualified outputs có thể xem là Moore-like; guard/input quyết định transition và registered micro-op là Mealy-controlled. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,ISSUE,otherwise,hold command,CONTROL_ONLY,FSM_PHASE_SEQUENCER:L44,rtl/control/vit_phase_e_sequencer.sv,L114-L122; ISSUE; guard=otherwise; target=hold command
CM-SEQUENCER,vit_phase_e_sequencer,explicit,state,"SEQ_IDLE,SEQ_LOAD_LAYER,SEQ_ISSUE,SEQ_WAIT_COMMAND,SEQ_CHECKPOINT,SEQ_ADVANCE,SEQ_DONE",clk,rst (synchronous active-high),MIXED / protocol — khi vẽ: state-qualified outputs có thể xem là Moore-like; guard/input quyết định transition và registered micro-op là Mealy-controlled. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,WAIT_COMMAND,cmd_error,DONE; command error context,CONTROL_ONLY,FSM_PHASE_SEQUENCER:L45,rtl/control/vit_phase_e_sequencer.sv,L114-L122; WAIT_COMMAND; guard=cmd_error; target=DONE; command error context
CM-SEQUENCER,vit_phase_e_sequencer,explicit,state,"SEQ_IDLE,SEQ_LOAD_LAYER,SEQ_ISSUE,SEQ_WAIT_COMMAND,SEQ_CHECKPOINT,SEQ_ADVANCE,SEQ_DONE",clk,rst (synchronous active-high),MIXED / protocol — khi vẽ: state-qualified outputs có thể xem là Moore-like; guard/input quyết định transition và registered micro-op là Mealy-controlled. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,WAIT_COMMAND,!cmd_error&&cmd_done&&checkpoint_enable,CHECKPOINT,CONTROL_ONLY,FSM_PHASE_SEQUENCER:L46,rtl/control/vit_phase_e_sequencer.sv,L114-L122; WAIT_COMMAND; guard=!cmd_error&&cmd_done&&checkpoint_enable; target=CHECKPOINT
CM-SEQUENCER,vit_phase_e_sequencer,explicit,state,"SEQ_IDLE,SEQ_LOAD_LAYER,SEQ_ISSUE,SEQ_WAIT_COMMAND,SEQ_CHECKPOINT,SEQ_ADVANCE,SEQ_DONE",clk,rst (synchronous active-high),MIXED / protocol — khi vẽ: state-qualified outputs có thể xem là Moore-like; guard/input quyết định transition và registered micro-op là Mealy-controlled. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,WAIT_COMMAND,!cmd_error&&cmd_done&&!checkpoint_enable,ADVANCE,CONTROL_ONLY,FSM_PHASE_SEQUENCER:L47,rtl/control/vit_phase_e_sequencer.sv,L114-L122; WAIT_COMMAND; guard=!cmd_error&&cmd_done&&!checkpoint_enable; target=ADVANCE
CM-SEQUENCER,vit_phase_e_sequencer,explicit,state,"SEQ_IDLE,SEQ_LOAD_LAYER,SEQ_ISSUE,SEQ_WAIT_COMMAND,SEQ_CHECKPOINT,SEQ_ADVANCE,SEQ_DONE",clk,rst (synchronous active-high),MIXED / protocol — khi vẽ: state-qualified outputs có thể xem là Moore-like; guard/input quyết định transition và registered micro-op là Mealy-controlled. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,WAIT_COMMAND,otherwise,hold,CONTROL_ONLY,FSM_PHASE_SEQUENCER:L48,rtl/control/vit_phase_e_sequencer.sv,L114-L122; WAIT_COMMAND; guard=otherwise; target=hold
CM-SEQUENCER,vit_phase_e_sequencer,explicit,state,"SEQ_IDLE,SEQ_LOAD_LAYER,SEQ_ISSUE,SEQ_WAIT_COMMAND,SEQ_CHECKPOINT,SEQ_ADVANCE,SEQ_DONE",clk,rst (synchronous active-high),MIXED / protocol — khi vẽ: state-qualified outputs có thể xem là Moore-like; guard/input quyết định transition và registered micro-op là Mealy-controlled. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,CHECKPOINT,ready,ADVANCE,CHECKPOINT_TRANSFER,FSM_PHASE_SEQUENCER:L49,rtl/control/vit_phase_e_sequencer.sv,L114-L122; CHECKPOINT; guard=ready; target=ADVANCE
CM-SEQUENCER,vit_phase_e_sequencer,explicit,state,"SEQ_IDLE,SEQ_LOAD_LAYER,SEQ_ISSUE,SEQ_WAIT_COMMAND,SEQ_CHECKPOINT,SEQ_ADVANCE,SEQ_DONE",clk,rst (synchronous active-high),MIXED / protocol — khi vẽ: state-qualified outputs có thể xem là Moore-like; guard/input quyết định transition và registered micro-op là Mealy-controlled. G2: MIXED_OR_PROTOCOL; exact registered side effects listed,CHECKPOINT,otherwise,hold,CONTROL_ONLY,FSM_PHASE_SEQUENCER:L50,rtl/control/vit_phase_e_sequencer.sv,L114-L122; CHECKPOINT; guard=otherwise; target=hold
